Id,Year,Total,White,Black or African American,Hispanic,Asian
1500000US220510205142,2000,1056,996,9,28,41
1500000US220510205143,2000,1415,1322,8,95,59
1500000US220510206001,2000,906,443,423,78,8
1500000US220510206002,2000,912,230,647,67,2
1500000US220510206003,2000,2178,343,1727,128,25
1500000US220510206004,2000,1515,125,1337,59,3
1500000US220510206005,2000,1,0,0,0,0
1500000US220510206006,2000,1,1,0,0,0
1500000US220510207001,2000,297,106,175,16,0
1500000US220510207002,2000,1215,578,532,121,14
1500000US220510208001,2000,234,17,214,9,0
1500000US220510208002,2000,998,236,751,8,0
1500000US220510209001,2000,367,15,346,6,0
1500000US220510209002,2000,760,63,678,3,0
1500000US220510210001,2000,992,731,182,96,6
1500000US220510210002,2000,682,497,162,38,5
1500000US220510210003,2000,912,508,337,87,6
1500000US220510211001,2000,765,664,29,75,13
1500000US220510211002,2000,771,705,31,54,4
1500000US220510211003,2000,844,561,237,66,11
1500000US220510212001,2000,1133,1025,42,110,35
1500000US220510212002,2000,1375,794,435,218,39
1500000US220510213001,2000,1426,1383,10,126,7
1500000US220510213002,2000,797,729,19,74,8
1500000US220510213003,2000,836,746,19,64,44
1500000US220510214001,2000,1151,1090,11,70,21
1500000US220510214002,2000,989,924,8,96,18
1500000US220510215001,2000,2976,1981,539,297,190
1500000US220510216001,2000,2346,1959,198,164,82
1500000US220510216002,2000,1604,1485,58,162,11
1500000US220510216003,2000,2473,2095,131,335,50
1500000US220510217001,2000,974,833,23,123,43
1500000US220510217002,2000,742,638,35,77,35
1500000US220510217003,2000,711,656,2,58,30
1500000US220510217004,2000,590,535,26,42,14
1500000US220510217005,2000,805,759,5,79,11
1500000US220510217006,2000,1592,1182,157,217,136
1500000US220510218011,2000,2200,1921,59,210,133
1500000US220510218012,2000,1047,903,47,142,27
1500000US220510218021,2000,1952,1247,210,417,174
1500000US220510218022,2000,4807,3016,1192,701,222
1500000US220510219001,2000,1947,1582,137,268,107
1500000US220510220011,2000,31,29,0,2,0
1500000US220510220012,2000,1652,872,582,205,49
1500000US220510220013,2000,3001,2133,493,293,166
1500000US220510220021,2000,1263,1245,4,35,4
1500000US220510220022,2000,521,508,5,10,3
1500000US220510220023,2000,925,912,1,56,0
1500000US220510221011,2000,1381,1324,6,21,29
1500000US220510221021,2000,1230,1066,82,62,41
1500000US220510221022,2000,1288,1166,42,71,43
1500000US220510222001,2000,1187,1159,1,31,12
1500000US220510222002,2000,650,631,0,54,6
1500000US220510222003,2000,658,624,7,28,16
1500000US220510223011,2000,946,893,3,28,41
1500000US220510223012,2000,1019,976,0,43,21
1500000US220510223013,2000,903,823,36,54,24
1500000US220510223021,2000,1044,1005,6,45,15
1500000US220510223022,2000,796,757,4,41,19
1500000US220510223031,2000,1619,1296,64,162,167
1500000US220510223032,2000,1233,959,66,187,117
1500000US220510224001,2000,458,449,1,21,1
1500000US220510224002,2000,1189,1174,1,42,2
1500000US220510224004,2000,1763,1710,8,82,6
1500000US220510225001,2000,666,648,2,24,6
1500000US220510225002,2000,1270,1234,7,47,9
1500000US220510225004,2000,1027,1006,3,29,3
1500000US220510226001,2000,876,872,1,15,2
1500000US220510226002,2000,894,877,3,15,8
1500000US220510226003,2000,1374,1355,4,41,4
1500000US220510227001,2000,672,649,0,18,5
1500000US220510227002,2000,780,766,7,20,1
1500000US220510227003,2000,669,635,11,21,10
1500000US220510227004,2000,705,685,0,20,10
1500000US220510228001,2000,913,874,3,92,11
1500000US220510228002,2000,1222,1167,7,57,22
1500000US220510228003,2000,1047,1003,8,53,12
1500000US220510229001,2000,1015,980,5,56,7
1500000US220510229002,2000,932,886,16,49,2
1500000US220510229003,2000,1045,961,26,59,3
1500000US220510230011,2000,1636,1575,12,94,22
1500000US220510230012,2000,354,348,0,15,3
1500000US220510230021,2000,1465,1347,21,54,42
1500000US220510230022,2000,3349,3202,44,155,40
1500000US220510230031,2000,969,930,8,57,3
1500000US220510230032,2000,1084,1059,12,57,0
1500000US220510230033,2000,888,843,17,44,2
1500000US220510231001,2000,1055,992,10,55,20
1500000US220510231002,2000,1464,1387,15,71,8
1500000US220510232001,2000,1024,962,21,74,3
1500000US220510232002,2000,2534,2004,280,297,29
1500000US220510233001,2000,1108,1061,9,73,16
1500000US220510233002,2000,780,751,17,26,5
1500000US220510234001,2000,1214,1160,4,56,20
1500000US220510234003,2000,971,942,1,49,7
1500000US220510234004,2000,1186,1104,21,58,17
1500000US220510235001,2000,1937,1822,40,126,16
1500000US220510235002,2000,1504,1417,40,80,11
1500000US220510235003,2000,1377,1300,25,69,12
1500000US220510236001,2000,1843,1073,688,136,5
1500000US220510236002,2000,1483,1309,117,142,14
1500000US220510236003,2000,2186,1883,199,201,11
1500000US220510237001,2000,1402,10,1383,12,0
1500000US220510237002,2000,1280,6,1261,15,5
1500000US220510238001,2000,2363,2125,174,84,25
1500000US220510238002,2000,1973,522,1381,41,30
1500000US220510239011,2000,1125,1109,0,33,3
1500000US220510239012,2000,1372,1335,6,31,13
1500000US220510239021,2000,887,874,2,31,1
1500000US220510239022,2000,825,810,4,23,6
1500000US220510239023,2000,698,675,2,23,9
1500000US220510239031,2000,516,507,0,13,1
1500000US220510239032,2000,996,983,2,25,3
1500000US220510239033,2000,946,921,11,22,2
1500000US220510239043,2000,1507,1480,2,52,2
1500000US220510239044,2000,1318,1253,19,47,19
1500000US220510240011,2000,998,971,0,14,6
1500000US220510240012,2000,877,855,1,19,0
1500000US220510240013,2000,1203,1149,18,28,8
1500000US220510240021,2000,1260,1232,0,28,1
1500000US220510240022,2000,1018,999,0,20,9
1500000US220510240023,2000,908,878,1,33,1
1500000US220510241001,2000,2011,1919,40,65,10
1500000US220510241002,2000,1672,1653,1,37,2
1500000US220510242001,2000,1560,1282,224,83,6
1500000US220510242002,2000,3380,2576,486,198,188
1500000US220510243001,2000,1178,1017,118,35,13
1500000US220510243002,2000,927,879,25,28,5
1500000US220510243003,2000,247,230,9,10,0
1500000US220510243004,2000,643,627,1,16,7
1500000US220510244001,2000,1418,1255,137,47,9
1500000US220510244002,2000,603,530,56,13,0
1500000US220510244003,2000,1018,798,174,73,9
1500000US220510245001,2000,594,471,95,36,3
1500000US220510245002,2000,1042,983,27,49,4
1500000US220510246001,2000,148,1,147,1,0
1500000US220510246002,2000,317,1,300,2,0
1500000US220510246003,2000,251,113,123,7,11
1500000US220510246004,2000,494,20,469,5,1
1500000US220510246005,2000,543,169,345,30,8
1500000US220510247001,2000,528,434,66,29,9
1500000US220510247002,2000,364,336,11,18,2
1500000US220510247003,2000,850,479,313,50,33
1500000US220510248001,2000,772,757,3,20,7
1500000US220510248002,2000,1359,1337,0,12,8
1500000US220510248003,2000,0,0,0,0,0
1500000US220510248005,2000,1591,1558,8,27,15
1500000US220510249001,2000,430,294,112,26,10
1500000US220510249002,2000,621,236,320,78,8
1500000US220510249003,2000,927,755,88,79,53
1500000US220510250011,2000,1687,978,507,121,116
1500000US220510250012,2000,1362,1131,108,123,73
1500000US220510250013,2000,2825,358,2301,135,40
1500000US220510250014,2000,2124,1052,776,133,193
1500000US220510250021,2000,1104,584,384,178,32
1500000US220510250022,2000,875,674,99,70,52
1500000US220510250023,2000,1489,1161,237,160,27
1500000US220510250032,2000,1545,913,430,163,51
1500000US220510250033,2000,982,860,54,72,12
1500000US220510250034,2000,1504,1311,57,116,63
1500000US220510251021,2000,744,594,98,40,23
1500000US220510251022,2000,1968,1640,173,117,67
1500000US220510251023,2000,1388,1069,198,73,81
1500000US220510251031,2000,987,641,203,91,59
1500000US220510251032,2000,488,143,270,57,14
1500000US220510251033,2000,1318,714,424,114,94
1500000US220510251034,2000,1131,681,404,26,14
1500000US220510251041,2000,1789,954,566,186,93
1500000US220510251042,2000,651,352,171,112,37
1500000US220510251043,2000,1097,748,263,74,39
1500000US220510252011,2000,7,6,0,0,0
1500000US220510252012,2000,2069,480,1389,182,20
1500000US220510252013,2000,1072,776,238,56,25
1500000US220510252021,2000,2500,941,1377,171,66
1500000US220510252022,2000,1098,872,109,134,20
1500000US220510252023,2000,1783,914,627,290,69
1500000US220510252024,2000,1248,1163,29,88,26
1500000US220510253001,2000,641,356,214,102,10
1500000US220510253002,2000,1644,1416,136,120,31
1500000US220510254001,2000,2271,1119,670,297,244
1500000US220510254002,2000,918,857,15,29,13
1500000US220510254003,2000,1586,604,908,75,6
1500000US220510255001,2000,1021,588,240,126,104
1500000US220510255002,2000,1319,263,979,78,18
1500000US220510255003,2000,597,371,183,68,12
1500000US220510256001,2000,278,263,8,11,5
1500000US220510256002,2000,1279,835,358,59,27
1500000US220510257001,2000,670,41,615,9,0
1500000US220510257002,2000,964,266,662,26,14
1500000US220510258001,2000,1113,625,433,31,5
1500000US220510258003,2000,838,436,368,25,11
1500000US220510259001,2000,540,349,179,13,1
1500000US220510259002,2000,1239,680,484,45,24
1500000US220510259003,2000,297,173,94,5,14
1500000US220510259004,2000,1237,671,529,25,7
1500000US220510260001,2000,666,570,53,38,20
1500000US220510260002,2000,267,99,160,9,5
1500000US220510260003,2000,545,466,37,41,0
1500000US220510260004,2000,690,547,87,62,16
1500000US220510261001,2000,1703,146,1405,115,24
1500000US220510261002,2000,2454,1068,1066,213,210
1500000US220510261003,2000,1412,318,1029,47,36
1500000US220510262001,2000,1106,17,1081,9,0
1500000US220510262002,2000,644,3,633,3,1
1500000US220510263001,2000,1966,1805,85,82,7
1500000US220510263002,2000,593,520,5,19,56
1500000US220510264001,2000,850,807,8,34,9
1500000US220510264002,2000,1009,893,34,54,57
1500000US220510265001,2000,1335,1182,95,53,14
1500000US220510265003,2000,1043,963,57,25,2
1500000US220510266001,2000,407,380,9,13,0
1500000US220510266002,2000,924,858,18,31,11
1500000US220510266003,2000,621,581,4,31,13
1500000US220510267001,2000,537,408,109,23,0
1500000US220510267002,2000,1473,1112,296,51,13
1500000US220510268001,2000,1489,339,1061,29,58
1500000US220510268003,2000,1665,213,1435,24,1
1500000US220510269001,2000,1179,188,978,8,9
1500000US220510269002,2000,1609,19,1566,3,2
1500000US220510269003,2000,1475,9,1462,8,0
1500000US220510270001,2000,1821,730,933,45,126
1500000US220510270002,2000,1226,760,312,48,119
1500000US220510270003,2000,938,694,208,35,7
1500000US220510270004,2000,536,256,260,27,6
1500000US220510270005,2000,1093,983,56,46,17
1500000US220510271001,2000,1373,1263,60,51,26
1500000US220510271002,2000,1413,903,438,46,25
1500000US220510271003,2000,1442,1218,37,119,97
1500000US220510272001,2000,1058,994,29,26,3
1500000US220510272002,2000,988,930,9,35,5
1500000US220510272003,2000,1569,801,728,26,6
1500000US220510272004,2000,810,709,67,35,4
1500000US220510272005,2000,1436,776,627,34,0
1500000US220510273001,2000,636,488,125,19,3
1500000US220510274001,2000,1370,639,668,52,18
1500000US220510274002,2000,514,474,7,42,3
1500000US220510274003,2000,2442,1554,607,170,156
1500000US220510275011,2000,2824,2006,637,208,40
1500000US220510275012,2000,2197,1695,390,158,25
1500000US220510275013,2000,462,350,96,13,4
1500000US220510275024,2000,2484,9,2438,5,7
1500000US220510275025,2000,1309,12,1287,11,1
1500000US220510275026,2000,288,0,288,1,0
1500000US220510276011,2000,1271,1056,171,32,16
1500000US220510276012,2000,3158,1915,635,160,476
1500000US220510276013,2000,1008,493,294,69,172
1500000US220510276014,2000,27,6,21,0,0
1500000US220510276021,2000,825,77,727,36,2
1500000US220510276022,2000,1255,179,1041,20,7
1500000US220510276023,2000,1962,837,945,51,142
1500000US220510276024,2000,29,7,7,0,15
1500000US220510277011,2000,1244,165,1045,29,19
1500000US220510277012,2000,1133,99,1015,14,0
1500000US220510277013,2000,2547,33,2481,17,2
1500000US220510277014,2000,1619,9,1595,17,0
1500000US220510277015,2000,0,0,0,0,0
1500000US220510277031,2000,2229,756,1229,123,132
1500000US220510277032,2000,1290,884,240,174,90
1500000US220510277033,2000,1087,725,258,69,61
1500000US220510277041,2000,1731,1304,310,113,38
1500000US220510277042,2000,1169,1024,94,73,3
1500000US220510277043,2000,0,0,0,0,0
1500000US220510277044,2000,1074,881,54,63,21
1500000US220510277051,2000,1,1,0,0,0
1500000US220510278031,2000,2760,542,1822,208,198
1500000US220510278032,2000,1446,784,509,106,87
1500000US220510278041,2000,1919,1074,573,69,186
1500000US220510278042,2000,3432,2124,876,201,296
1500000US220510278043,2000,1434,1019,270,87,127
1500000US220510278051,2000,4055,2737,889,165,318
1500000US220510278052,2000,3565,860,2358,170,200
1500000US220510278053,2000,130,97,9,1,24
1500000US220510278061,2000,1079,982,44,60,17
1500000US220510278062,2000,2183,1350,655,132,117
1500000US220510278063,2000,2818,2359,264,125,125
1500000US220510278064,2000,1313,1011,195,72,54
1500000US220510278071,2000,952,663,183,60,81
1500000US220510278072,2000,1537,1231,173,47,106
1500000US220510278073,2000,3202,2471,477,182,144
1500000US220510278074,2000,1865,1418,348,104,19
1500000US220510278091,2000,3147,2090,745,330,119
1500000US220510278092,2000,2337,2030,197,103,37
1500000US220510278093,2000,1368,1052,203,126,18
1500000US220510278094,2000,0,0,0,0,0
1500000US220510278101,2000,1703,641,779,119,183
1500000US220510278102,2000,1303,402,767,72,99
1500000US220510278103,2000,1740,455,1128,84,92
1500000US220510278111,2000,1454,273,1064,78,57
1500000US220510278112,2000,1276,420,718,47,92
1500000US220510278113,2000,1165,307,742,52,86
1500000US220510278121,2000,20,4,11,1,5
1500000US220510278122,2000,1564,151,1245,88,85
1500000US220510278123,2000,2774,573,2063,155,77
1500000US220510279001,2000,2421,2265,13,42,28
1500000US220510279002,2000,1333,1159,148,25,0
1500000US220510279003,2000,1292,1213,18,26,8
1500000US220510279004,2000,563,546,1,15,0
1500000US220510279005,2000,748,720,1,8,3
1500000US220510279006,2000,230,214,1,0,0
1500000US220510279007,2000,0,0,0,0,0
1500000US220710001001,2010,974,686,251,47,3
1500000US220710001002,2010,877,597,234,71,5
1500000US220710001003,2010,604,513,72,41,1
1500000US220710002001,2010,613,88,502,23,0
1500000US220710002002,2010,584,70,502,10,0
1500000US220710003001,2010,666,19,636,6,0
1500000US220710003002,2010,565,64,473,12,5
1500000US220710004001,2010,1197,301,849,29,17
1500000US220710004002,2010,1131,22,1096,7,2
1500000US220710006011,2010,218,3,214,1,0
1500000US220710006012,2010,631,2,613,12,0
1500000US220710006021,2010,784,102,641,50,6
1500000US220710006022,2010,809,54,727,22,0
1500000US220710006023,2010,941,74,845,24,0
1500000US220710006031,2010,659,61,447,142,47
1500000US220710006032,2010,946,47,807,128,8
1500000US220710006041,2010,1455,107,1290,66,7
1500000US220710006042,2010,1478,421,950,113,29
1500000US220710006043,2010,992,36,911,47,2
1500000US220710006051,2010,870,154,689,34,0
1500000US220710006052,2010,530,99,416,20,0
1500000US220710006053,2010,805,336,401,78,20
1500000US220710006061,2010,1355,674,601,80,36
1500000US220710006062,2010,1536,592,811,139,45
1500000US220710006063,2010,1455,416,960,70,28
1500000US220710006071,2010,743,351,382,27,2
1500000US220710006072,2010,1218,806,365,60,14
1500000US220710006073,2010,1748,1034,569,118,44
1500000US220710006111,2010,1680,17,1643,10,3
1500000US220710006112,2010,2330,79,1704,133,443
1500000US220710006121,2010,1759,1156,347,123,170
1500000US220710006131,2010,780,145,581,52,25
1500000US220710006132,2010,1057,92,902,55,9
1500000US220710006133,2010,1919,364,1513,49,7
1500000US220710006151,2010,1642,657,843,103,72
1500000US220710006152,2010,2372,344,1892,163,30
1500000US220710006161,2010,1152,362,718,61,28
1500000US220710006162,2010,1874,294,1524,29,24
1500000US220710006163,2010,1686,958,575,84,73
1500000US220710006171,2010,1652,332,1243,81,19
1500000US220710006172,2010,2682,232,2247,164,47
1500000US220710006181,2010,1563,788,615,64,104
1500000US220710006182,2010,2253,797,1296,80,82
1500000US220710007011,2010,74,0,73,0,0
1500000US220710007012,2010,46,1,45,0,0
1500000US220710007013,2010,291,10,274,3,2
1500000US220710007014,2010,157,3,154,0,0
1500000US220710007021,2010,364,27,328,9,1
1500000US220710007022,2010,455,32,413,25,0
1500000US220710007023,2010,157,34,121,5,0
1500000US220710007024,2010,327,65,252,8,0
1500000US220710008001,2010,420,15,402,0,0
1500000US220710008002,2010,531,11,501,9,3
1500000US220710008003,2010,460,36,418,2,1
1500000US220710009011,2010,119,9,110,0,0
1500000US220710009012,2010,90,0,68,12,0
1500000US220710009013,2010,143,0,136,4,0
1500000US220710009014,2010,264,2,262,3,0
1500000US220710009021,2010,65,1,63,2,0
1500000US220710009022,2010,92,2,87,5,0
1500000US220710009023,2010,91,7,84,3,0
1500000US220710009024,2010,72,1,71,0,0
1500000US220710009031,2010,194,5,187,0,0
1500000US220710009032,2010,148,1,136,4,0
1500000US220710009033,2010,90,2,87,0,0
1500000US220710009034,2010,76,0,76,0,0
1500000US220710009041,2010,333,6,321,5,0
1500000US220710009042,2010,497,7,483,1,0
1500000US220710011001,2010,592,79,493,26,1
1500000US220710011002,2010,1065,650,338,80,12
1500000US220710011003,2010,6,3,1,2,0
1500000US220710012001,2010,589,436,110,45,2
1500000US220710012002,2010,550,401,94,39,7
1500000US220710012003,2010,535,405,82,32,3
1500000US220710013011,2010,708,66,625,12,1
1500000US220710013012,2010,502,318,162,21,3
1500000US220710013013,2010,497,105,381,25,0
1500000US220710013014,2010,434,10,413,8,0
1500000US220710013021,2010,522,7,504,6,0
1500000US220710013022,2010,591,29,555,8,0
1500000US220710014011,2010,246,0,241,1,0
1500000US220710014012,2010,228,7,216,6,0
1500000US220710014013,2010,257,5,248,6,0
1500000US220710014014,2010,248,6,241,4,0
1500000US220710014015,2010,115,5,107,5,0
1500000US220710014016,2010,208,1,205,1,0
1500000US220710014021,2010,507,32,465,8,3
1500000US220710014022,2010,273,7,259,8,0
1500000US220710014023,2010,305,5,294,1,0
1500000US220710014024,2010,619,8,596,5,9
1500000US220710015001,2010,421,16,394,16,0
1500000US220710015002,2010,508,80,383,57,21
1500000US220710016001,2010,6,0,6,0,0
1500000US220710017011,2010,583,3,576,3,0
1500000US220710017012,2010,364,6,341,2,0
1500000US220710017013,2010,535,3,526,3,0
1500000US220710017021,2010,681,14,654,8,2
1500000US220710017022,2010,762,19,725,14,1
1500000US220710017023,2010,517,67,435,14,2
1500000US220710017024,2010,857,580,152,26,116
1500000US220710017201,2010,585,14,552,19,0
1500000US220710017202,2010,605,11,587,2,0
1500000US220710017203,2010,1279,16,1240,15,0
1500000US220710017204,2010,941,43,873,51,1
1500000US220710017221,2010,480,8,461,15,0
1500000US220710017222,2010,508,32,454,30,0
1500000US220710017223,2010,1121,3,1103,14,0
1500000US220710017224,2010,403,0,381,25,0
1500000US220710017225,2010,946,0,926,11,2
1500000US220710017226,2010,290,4,281,2,0
1500000US220710017227,2010,203,1,202,1,0
1500000US220710017231,2010,818,20,749,17,28
1500000US220710017232,2010,1628,65,1505,16,39
1500000US220710017233,2010,780,21,747,15,0
1500000US220710017234,2010,987,40,920,18,0
1500000US220710017241,2010,800,98,686,19,2
1500000US220710017242,2010,918,67,823,17,0
1500000US220710017243,2010,1437,13,1385,39,0
1500000US220710017244,2010,1058,35,1000,26,1
1500000US220710017251,2010,1620,101,1460,49,13
1500000US220710017252,2010,1245,79,1116,49,0
1500000US220710017253,2010,1517,16,1469,19,9
1500000US220710017254,2010,1519,84,1404,20,10
1500000US220710017301,2010,832,28,729,14,46
1500000US220710017341,2010,892,774,61,27,44
1500000US220710017351,2010,1245,11,1205,22,3
1500000US220710017352,2010,1016,8,982,31,0
1500000US220710017361,2010,524,4,509,6,0
1500000US220710017362,2010,1230,15,1179,36,5
1500000US220710017371,2010,1052,15,1003,27,1
1500000US220710017372,2010,803,59,722,15,1
1500000US220710017373,2010,608,71,503,16,2
1500000US220710017391,2010,1035,12,980,16,10
1500000US220710017392,2010,404,4,386,3,4
1500000US220710017401,2010,1042,1,998,16,26
1500000US220710017402,2010,1626,32,1502,97,14
1500000US220710017403,2010,1462,20,1339,44,49
1500000US220710017411,2010,1376,31,859,38,445
1500000US220710017431,2010,1249,50,1164,21,2
1500000US220710017432,2010,757,70,644,55,2
1500000US220710017441,2010,1355,12,1293,11,35
1500000US220710017442,2010,1495,16,1470,15,6
1500000US220710017443,2010,1116,14,1077,17,5
1500000US220710017451,2010,2005,84,1855,26,15
1500000US220710017452,2010,1279,18,1217,29,20
1500000US220710017461,2010,1130,14,1088,25,5
1500000US220710017462,2010,1488,11,1445,23,5
1500000US220710017463,2010,1678,90,1536,44,1
1500000US220710017471,2010,2022,36,1413,23,544
1500000US220710017472,2010,1488,58,1269,19,131
1500000US220710017481,2010,940,43,725,20,147
1500000US220710017482,2010,1039,40,957,15,30
1500000US220710017483,2010,1122,72,1004,21,18
1500000US220710017484,2010,672,24,584,16,54
1500000US220710017491,2010,1301,15,557,45,694
1500000US220710017492,2010,1210,81,296,288,609
1500000US220710017501,2010,1098,19,350,14,690
1500000US220710017502,2010,932,86,573,167,186
1500000US220710017503,2010,1259,60,162,146,919
1500000US220710017511,2010,836,163,515,183,37
1500000US220710018001,2010,736,584,88,64,10
1500000US220710018002,2010,645,560,36,37,10
1500000US220710019001,2010,562,90,442,17,5
1500000US220710019002,2010,528,132,369,45,0
1500000US220710019003,2010,496,101,350,48,5
1500000US220710020001,2010,486,24,443,16,2
1500000US220710020002,2010,426,36,380,9,0
1500000US220710020003,2010,405,26,358,25,0
1500000US220710021001,2010,404,9,392,4,0
1500000US220710021002,2010,452,13,433,10,0
1500000US220710022001,2010,384,18,361,7,0
1500000US220710022002,2010,385,16,346,14,0
1500000US220710022003,2010,289,2,283,0,0
1500000US220710023001,2010,237,7,219,6,1
1500000US220710023002,2010,220,10,199,2,0
1500000US220710023003,2010,198,1,191,6,0
1500000US220710023004,2010,227,2,225,3,0
1500000US220710023005,2010,933,73,817,38,5
1500000US220710024011,2010,959,119,796,38,12
1500000US220710024012,2010,656,76,566,24,0
1500000US220710024021,2010,481,69,385,25,0
1500000US220710024022,2010,842,66,758,27,2
1500000US220710024023,2010,678,24,623,20,1
1500000US220710024024,2010,848,90,715,34,5
1500000US220710025011,2010,463,79,347,32,8
1500000US220710025012,2010,374,40,304,19,8
1500000US220710025013,2010,363,28,324,21,1
1500000US220710025014,2010,373,42,308,13,2
1500000US220710025021,2010,596,3,574,9,5
1500000US220710025022,2010,523,31,477,8,1
1500000US220710025023,2010,383,14,360,14,0
1500000US220710025024,2010,330,20,290,16,0
1500000US220710025031,2010,397,59,315,21,1
1500000US220710025032,2010,635,144,458,25,4
1500000US220710025033,2010,552,228,295,14,2
1500000US220710025041,2010,449,58,370,23,1
1500000US220710025042,2010,652,177,439,26,1
1500000US220710025043,2010,549,215,304,27,0
1500000US220710025044,2010,512,62,423,11,4
1500000US220710026001,2010,795,569,163,40,16
1500000US220710026002,2010,797,632,103,61,16
1500000US220710027001,2010,506,27,451,37,1
1500000US220710027002,2010,497,95,383,13,12
1500000US220710027003,2010,472,41,385,53,0
1500000US220710028001,2010,388,4,367,6,0
1500000US220710028002,2010,698,12,676,7,0
1500000US220710028003,2010,340,8,322,7,0
1500000US220710029001,2010,497,20,463,13,1
1500000US220710029002,2010,336,1,323,5,0
1500000US220710029003,2010,323,8,300,15,1
1500000US220710030001,2010,541,14,515,11,0
1500000US220710030002,2010,559,6,526,13,0
1500000US220710031001,2010,363,13,339,14,1
1500000US220710031002,2010,721,15,676,14,3
1500000US220710033011,2010,747,299,362,70,46
1500000US220710033012,2010,412,187,201,26,15
1500000US220710033013,2010,421,193,197,44,15
1500000US220710033021,2010,433,84,322,22,8
1500000US220710033022,2010,1076,27,1006,32,8
1500000US220710033023,2010,710,81,589,20,7
1500000US220710033024,2010,428,63,348,27,3
1500000US220710033031,2010,725,191,415,83,67
1500000US220710033032,2010,668,104,454,29,88
1500000US220710033033,2010,372,102,222,38,32
1500000US220710033041,2010,840,99,706,45,3
1500000US220710033042,2010,905,53,816,48,0
1500000US220710033071,2010,694,23,635,38,3
1500000US220710033072,2010,493,12,470,24,0
1500000US220710033081,2010,394,49,330,10,2
1500000US220710033082,2010,615,23,564,14,0
1500000US220710033083,2010,1221,43,1133,15,9
1500000US220710033084,2010,353,2,341,4,0
1500000US220710033085,2010,419,2,405,2,1
1500000US220710033086,2010,184,16,162,5,1
1500000US220710034001,2010,606,111,466,32,1
1500000US220710034002,2010,616,182,407,44,3
1500000US220710035001,2010,466,9,434,12,0
1500000US220710035002,2010,345,13,329,6,0
1500000US220710035003,2010,420,72,323,11,5
1500000US220710036001,2010,411,19,381,19,0
1500000US220710036002,2010,620,58,535,22,2
1500000US220710036003,2010,462,74,367,31,0
